"","Data.Set","Image","Nuclear.Envelope","Nucleoplasm","NE.Nuc.Ratio","Nuc.NE.Ratio","Nucleoplasmic.Area","WholeNuc.Area","Nuc.Area","BAD","Nucleus.ID","NE.mean","Nuc.mean","Norm.Nuc.NE.Ratio","Norm.NE.Nuc.Ratio","Group"
"42","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_09_R3D_D3D_nucleus_1_substack_frame_1",623.55,169.42,3.68,0.27,3.3,7.78,4.34,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_09_R3D_D3D_nucleus_1",139.185267857143,51.3393939393939,0.368856522890682,2.71108124146247,"WT"
"43","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_09_R3D_D3D_nucleus_3_substack_frame_1",760.29,286.37,2.65,0.38,3.94,8.76,5.04,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_09_R3D_D3D_nucleus_3",157.736514522822,72.6827411167513,0.460785768828659,2.17020591270006,"WT"
"44","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_09_R3D_D3D_nucleus_4_substack_frame_1",591.84,210.06,2.82,0.35,3.26,8.11,4.41,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_09_R3D_D3D_nucleus_4",122.028865979381,64.4355828220859,0.528035578344006,1.8938117827896,"WT"
"45","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_09_R3D_D3D_nucleus_5_substack_frame_1",672.51,244.76,2.75,0.36,3.01,7.83,4.1,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_09_R3D_D3D_nucleus_5",139.52489626556,81.3156146179402,0.582803619958769,1.71584383787929,"WT"
"46","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_09_R3D_D3D_nucleus_6_substack_frame_1",788.65,288.67,2.73,0.37,4.42,9.68,5.61,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_09_R3D_D3D_nucleus_6",149.933460076046,65.3099547511312,0.435592927142522,2.295721389601,"WT"
"47","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_09_R3D_D3D_nucleus_7_substack_frame_1",545.8,256,2.13,0.47,3.28,8.03,4.35,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_09_R3D_D3D_nucleus_7",114.905263157895,78.0487804878049,0.67924460849592,1.47222368421053,"WT"
"48","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_10_R3D_D3D_nucleus_1_substack_frame_1",650.15,233.22,2.79,0.36,3.25,8.18,4.48,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_10_R3D_D3D_nucleus_1",131.876267748479,71.76,0.544146427747443,1.83774063194647,"WT"
"49","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_10_R3D_D3D_nucleus_3_substack_frame_1",712.2,170.02,4.19,0.24,3.39,7.78,4.37,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_10_R3D_D3D_nucleus_3",162.232346241458,50.1533923303835,0.309145453988182,3.23472328995731,"WT"
"50","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_10_R3D_D3D_nucleus_4_substack_frame_1",534.93,180.16,2.97,0.34,3.47,7.95,4.47,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_10_R3D_D3D_nucleus_4",119.404017857143,51.9193083573487,0.43482044649005,2.2997998554856,"WT"
"51","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_10_R3D_D3D_nucleus_5_substack_frame_1",548.29,205.65,2.67,0.38,3.25,7.73,4.26,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_10_R3D_D3D_nucleus_5",122.386160714286,63.2769230769231,0.517026783973108,1.93413577593692,"WT"
"52","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_10_R3D_D3D_nucleus_6_substack_frame_1",541.1,165.56,3.27,0.31,2.77,6.79,3.64,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_10_R3D_D3D_nucleus_6",134.601990049751,59.7689530685921,0.444042120376529,2.25203861100393,"WT"
"53","210814_15303_Measurements.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_10_R3D_D3D_nucleus_7_substack_frame_1",582.1,195.7,2.97,0.34,2.6,6.61,3.46,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_10_R3D_D3D_nucleus_7",145.162094763092,75.2692307692308,0.518518494046754,1.92857151959142,"WT"
"54","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_21_R3D_D3D_nucleus_1_substack_frame_1",453.39,151.76,2.99,0.33,3.18,7.66,4.16,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_21_R3D_D3D_nucleus_1",101.203125,47.7232704402516,0.471559257090644,2.12062425869794,"deltaAH"
"55","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_22_R3D_D3D_nucleus_1_substack_frame_1",542.43,202.54,2.68,0.37,3.03,7.5,4.01,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_22_R3D_D3D_nucleus_1",121.348993288591,66.8448844884488,0.550848282107122,1.81538189821482,"deltaAH"
"56","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_22_R3D_D3D_nucleus_2_substack_frame_1",468.77,215.88,2.17,0.46,3.65,8.22,4.68,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_22_R3D_D3D_nucleus_2",102.575492341357,59.1452054794521,0.576601721614216,1.73429936560104,"deltaAH"
"57","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_22_R3D_D3D_nucleus_3_substack_frame_1",490.8,233.01,2.11,0.47,3.59,8.43,4.68,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_22_R3D_D3D_nucleus_3",101.404958677686,64.9052924791086,0.640060341481022,1.56235269581946,"deltaAH"
"58","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_22_R3D_D3D_nucleus_4_substack_frame_1",431.8,134.3,3.22,0.31,2.87,7.22,3.85,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_22_R3D_D3D_nucleus_4",99.264367816092,46.794425087108,0.471412110071607,2.12128619234686,"deltaAH"
"59","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_23_R3D_D3D_nucleus_2_substack_frame_1",310.32,95.74,3.24,0.31,2.04,5.96,2.88,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_23_R3D_D3D_nucleus_2",79.1632653061225,46.9313725490196,0.592842808688312,1.68678777130238,"deltaAH"
"60","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_23_R3D_D3D_nucleus_4_substack_frame_1",418.24,143.07,2.92,0.34,2.76,6.96,3.7,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_23_R3D_D3D_nucleus_4",99.5809523809524,51.8369565217391,0.520550921459699,1.92104164794456,"deltaAH"
"61","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_24_R3D_D3D_nucleus_1_substack_frame_1",510.96,208.86,2.45,0.41,4.52,9.65,5.72,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_24_R3D_D3D_nucleus_1",99.6023391812865,46.2079646017699,0.463924491950602,2.15552318825728,"deltaAH"
"62","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_24_R3D_D3D_nucleus_2_substack_frame_1",548.84,176.03,3.12,0.32,3.56,8.41,4.66,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_24_R3D_D3D_nucleus_2",113.162886597938,49.4466292134831,0.43695093594744,2.28858646985548,"deltaAH"
"63","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_24_R3D_D3D_nucleus_3_substack_frame_1",594.73,165.69,3.59,0.28,3.22,7.69,4.26,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_24_R3D_D3D_nucleus_3",133.049217002237,51.4565217391304,0.38674802376526,2.58566285682421,"deltaAH"
"64","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_24_R3D_D3D_nucleus_4_substack_frame_1",576.37,187.54,3.07,0.33,2.49,6.6,3.38,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_24_R3D_D3D_nucleus_4",140.23600973236,75.3172690763052,0.537075100896324,1.86193699601993,"deltaAH"
"65","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_25_R3D_D3D_nucleus_1_substack_frame_1",531.28,172.29,3.08,0.32,3.17,7.53,4.16,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_25_R3D_D3D_nucleus_1",121.853211009174,54.3501577287066,0.446029753985019,2.24200289569379,"deltaAH"
"66","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_25_R3D_D3D_nucleus_2_substack_frame_1",427.32,176.93,2.42,0.41,3.16,7.54,4.16,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_25_R3D_D3D_nucleus_2",97.5616438356164,55.9905063291139,0.57389875906,1.7424676116009,"deltaAH"
"67","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_25_R3D_D3D_nucleus_3_substack_frame_1",439.6,190.55,2.31,0.43,3.1,7.48,4.1,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_25_R3D_D3D_nucleus_3",100.365296803653,61.4677419354839,0.612440194898588,1.63281249063933,"deltaAH"
"68","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_25_R3D_D3D_nucleus_5_substack_frame_1",483.47,217.55,2.22,0.45,3.5,8.35,4.65,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_25_R3D_D3D_nucleus_5",99.6845360824742,62.1571428571429,0.62353846744812,1.60375029321379,"deltaAH"
"69","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_25_R3D_D3D_nucleus_7_substack_frame_1",608.04,200.52,3.03,0.33,3.09,7.66,4.09,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_25_R3D_D3D_nucleus_7",133.050328227571,64.8932038834951,0.487734263777996,2.05029679943744,"deltaAH"
"70","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_25_R3D_D3D_nucleus_8_substack_frame_1",733.71,199.55,3.68,0.27,3.04,9.5,5.23,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_25_R3D_D3D_nucleus_8",113.577399380805,65.6414473684211,0.577944623897725,1.73026957713679,"deltaAH"
"71","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_26_R3D_D3D_nucleus_1_substack_frame_1",519.11,151.56,3.43,0.29,2.59,6.93,3.6,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_26_R3D_D3D_nucleus_1",119.610599078341,58.5173745173745,0.489232350379313,2.04401855115402,"deltaAH"
"72","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_26_R3D_D3D_nucleus_2_substack_frame_1",418.24,139.53,3,0.33,2.46,6.66,3.38,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_26_R3D_D3D_nucleus_2",99.5809523809524,56.719512195122,0.569581941515666,1.75567363905356,"deltaAH"
"73","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_26_R3D_D3D_nucleus_3_substack_frame_1",435.57,217.08,2.01,0.5,3.18,7.66,4.17,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_26_R3D_D3D_nucleus_3",97.2254464285714,68.2641509433962,0.7021222678936,1.42425336117034,"deltaAH"
"74","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_26_R3D_D3D_nucleus_4_substack_frame_1",499.9,196,2.55,0.39,3.15,7.9,4.22,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_26_R3D_D3D_nucleus_4",105.242105263158,62.2222222222222,0.591229356982508,1.69139097744361,"deltaAH"
"75","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_27_R3D_D3D_nucleus_2_substack_frame_1",422.57,155.67,2.71,0.37,2.96,7.34,3.93,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_27_R3D_D3D_nucleus_2",96.4771689497717,52.5912162162162,0.545115666107454,1.83447305255556,"deltaAH"
"76","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_27_R3D_D3D_nucleus_4_substack_frame_1",455.61,184.94,2.46,0.41,3.56,8.31,4.61,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_27_R3D_D3D_nucleus_4",95.9178947368421,51.9494382022472,0.541603194531889,1.84637020256925,"deltaAH"
"77","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_27_R3D_D3D_nucleus_5_substack_frame_1",500.87,193.17,2.59,0.39,3.39,8.64,4.62,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_27_R3D_D3D_nucleus_5",95.4038095238095,56.9823008849557,0.597274900964357,1.6742709234649,"deltaAH"
"78","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_28_R3D_D3D_nucleus_1_substack_frame_1",449.73,109.38,4.11,0.24,2.13,5.86,2.93,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_28_R3D_D3D_nucleus_1",120.571045576407,51.3521126760563,0.425907500681943,2.34792765658939,"deltaAH"
"79","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_28_R3D_D3D_nucleus_2_substack_frame_1",561.35,254.31,2.21,0.45,3.92,8.77,5.06,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_28_R3D_D3D_nucleus_2",115.742268041237,64.875,0.560512603545025,1.78408120294778,"deltaAH"
"80","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_28_R3D_D3D_nucleus_3_substack_frame_1",500.22,181.47,2.76,0.36,3.35,8.16,4.49,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_28_R3D_D3D_nucleus_3",103.995841995842,54.1701492537313,0.520887645256983,1.91979980540073,"deltaAH"
"81","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_29_R3D_D3D_nucleus_1_substack_frame_1",580.13,203.96,2.84,0.35,3.03,7.23,4.02,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_29_R3D_D3D_nucleus_1",138.12619047619,67.3135313531353,0.487333583305756,2.05198253158883,"deltaAH"
"82","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_29_R3D_D3D_nucleus_2_substack_frame_1",430.35,119.15,3.61,0.28,2.53,6.82,3.5,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_29_R3D_D3D_nucleus_2",100.314685314685,47.0948616600791,0.469471259490506,2.13005584428161,"deltaAH"
"83","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_30_R3D_D3D_nucleus_1_substack_frame_1",548.42,168.46,3.26,0.31,3.08,7.65,4.13,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_30_R3D_D3D_nucleus_1",120.004376367615,54.6948051948052,0.455773421356369,2.19407265352163,"deltaAH"
"84","210814_30628_measurments.csv","210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_30_R3D_D3D_nucleus_3_substack_frame_1",330.1,127.92,2.58,0.39,2.34,6.26,3.22,0,"210814_Nup60delta2-47unmarked_Nup1Nup2GFP_01_30_R3D_D3D_nucleus_3",84.2091836734694,54.6666666666667,0.649177017065536,1.5404118964659,"deltaAH"
